FACTOR_ID	FACTOR_NAME	CORR_PVALUE	PVALUE	GENES
MA0099.1.Fos	FOS	0.0	1.60127263497e-83	QTRTD1,PMAIP1,ISL1,SPTB,FOXI1,MAFA,PPM1H,NKX2-5,ADAMTS2,RORA,EML5,MAGI2,FOXF2,NECAB2,FOXQ1,DDIT3,NFIL3,ENPP2,NEGR1,MTUS2,EDEM3,CACNA2D1,ROR1,TENM3,BMP5,APP,RNF180,NRXN1,RUNX1,LSAMP,ELP4,MMP16,SDK1,SLC7A2,GRIA4,NKX2-2,ST18,KBTBD7,DDX59,CHODL,LIMCH1,KCNMA1,SOX17,PBX4,PCLO,RASEF,SAMD3,DLX1,DLX2,TRPM3,TSPYL5,TCF7,ELK4,TSHZ3,OXGR1,TTC8,UNC5D,IRF2,IRF1,PRRX2,SULT4A1,TMEM61,ZNRF2,NALCN,C2CD4A,AGBL4,HDAC7,NHLH1,CADPS,GNAI1,SGCB,NFKB2,RIMS2,FBXW7,ABCG1,RXRA,FOXD1,ANKS1B,SLC43A3,RNF150,PDZRN3,ERO1L,GRIK2,IRS1,RALYL,CDK8,LPAR1,BIRC3,FOXO3,SLC5A1,FOXO1,BMPER,TEAD3,TEAD1,SOX6,TEAD4,DGKZ,CEBPA,SOX5,NR3C1,REST,ST6GALNAC5,PBX3,PBX1,NFIB,E2F1,SLC7A10,PRUNE2,ABCC9,PTCH1,ATF3,BCL2
UP00103_2_Jundm2_secondary	JDP2	0.0	7.34352376201e-59	PMAIP1,ISL1,SLC30A8,FOXI1,SOX17,NKX2-5,ADAMTS2,RORA,MAGI2,FOXF2,NECAB2,FOXQ1,TSC22D1,NFIL3,ENPP2,NEGR1,EDEM3,CACNA2D1,ROR1,BMP5,APP,RNF180,NRXN1,RUNX1,LSAMP,PRRX2,MMP16,GRIA4,ST18,KBTBD7,CHODL,LIMCH1,KCNMA1,PPM1H,PVRL3,RASEF,SAMD3,DLX1,DLX2,TRPM3,TSPYL5,TCF7,ELK4,TSHZ3,TTC8,UNC5D,CDK8,ABCG1,IRF1,ZNRF2,NALCN,AGBL4,HDAC7,TENM3,NHLH1,CADPS,GNAI1,CACNB2,SGCB,RNF150,RIMS2,FBXW7,ANKS1B,SLC43A3,PDZRN3,RGS17,ERO1L,GRIK2,IRS1,STEAP1,LPAR1,BIRC3,FOXO3,BMPER,TEAD1,SOX6,SOX5,CEBPA,TEAD4,LDHA,NR3C1,ST6GALNAC5,PBX3,PBX1,NFIB,E2F1,SLC7A10,PRUNE2,ABCC9,ATF3,BCL2
MA0079.2.SP1	SP1	0.0	2.26956642298e-32	PMAIP1,SPTB,NKX2-2,MAFA,SOX17,CACNA1H,CACNA2D1,ADAMTS2,RORA,EML5,MAGI2,FOXF2,FOXQ1,FAM135A,DDIT3,SP1,ENPP2,NEGR1,EDEM3,ROR1,CCND1,EEF1D,RUNX1,ELP4,DAXX,LIMCH1,MEIS3,KCNMA1,PPM1H,SYT14,NFIL3,DLX1,DLX2,TCF7,TCF3,FOS,TSHZ3,PAX6,GRN,IRF2,IRF1,PRRX2,NALCN,CAMKK2,HS6ST3,FOXC1,YY1,GNAI1,SLC52A3,SGCB,NFKB2,FGF14,ABCG1,ZFP36L1,FOXD1,LEF1,FAIM2,GRIK2,ZNRF2,IRS1,LPAR3,LPAR1,FOXO3,BMPER,TEAD3,TEAD1,SOX6,SOX5,DGKZ,SIM1,GFI1B,ERO1LB,TEAD4,NR3C1,REST,RXRA,RAB3C,PBX4,PBX3,NFIB,E2F1,PRUNE2,ABCC9,PTCH1,STXBP5L,ATF3,BCL2
MA0056.1.MZF1_1-4	MZF1	0.0	2.9682688814e-25	QTRTD1,PMAIP1,SPTB,SCG2,FOXI1,MAFA,PAM,RREB1,CACNA1H,LHX3,ADAMTS2,RORA,EML5,MAGI2,FOXF2,GLP1R,FOXQ1,FAM135A,DDIT3,RASEF,TSC22D1,SP1,ENPP2,NEGR1,MTUS2,EDEM3,NKX2-5,CACNA2D1,ROR1,BMP5,DBNL,CCND1,APP,RNF180,NRXN1,C7ORF41,LSAMP,MMP16,GRIA2,NKX2-2,SPZ1,ST18,DAXX,LIMCH1,MEIS3,KCNMA1,PPM1H,PCLO,SYT14,NFIL3,DLX1,DLX2,TRPM3,SDK1,ELK4,TCF3,FOS,TSHZ3,IAPP,IRF2,IRF1,PRRX2,SULT4A1,TMEM61,ZNRF2,NALCN,CAMKK2,MEF2A,HS6ST3,FOXC1,C2CD4A,AGBL4,YY1,HDAC7,TENM3,ST6GALNAC5,GNAI1,ATRNL1,SLC52A3,RUNX1,MECOM,NFKB2,RIMS2,CADM1,ZFP36L1,ABCG1,FOXD3,FOXD1,ANKS1B,OXGR1,PDZRN3,FAIM2,FOXO3,TMEM63C,ARNT,GRIK2,IRS1,NKX3-1,PRKACB,STEAP1,LPAR3,LPAR1,CCBL2,BIRC3,BMPER,TEAD3,TEAD1,SOX6,SOX5,DGKZ,GFI1B,PBX4,ERO1LB,DGKB,NR3C1,REST,RXRA,RAB3C,CADPS,PBX3,PBX1,POU1F1,NFIB,E2F1,SLC7A10,PRUNE2,ABCC9,PTCH1,ATF3
UP00021_1_Zfp281_primary	ZFP281	0.0	1.72064267202e-21	YY1,HDAC7,ONECUT1,SPTB,TCF7,TMEM63C,NKX2-2,CNTN1,BCL2,TEAD3,MAFA,TEAD1,ABCG1,RREB1,DGKZ,DAXX,SIM1,ELP4,TCF3,ADAMTS2,FOS,MEIS3,KCNMA1,RGS4,MAGI2,GLP1R,SOX5,DLX2,CACNA1H,NR3C1,DDIT3,ZFP36L1,NFIB,TSHZ3,LPAR1,ENPP2,FOXD3,REST,FOXD1,NEGR1,STEAP1,PRRX2,EDEM3,RXRA,GRN,ROR1,FAIM2,FOXO3,IRF1,PTCH1,E2F1,PMAIP1,ARNT,CCND1,PAPPA2,NALCN,IRS1,CAMKK2,FOXC1,LSAMP,PRKACB,LPAR3,GRIK2,ATF3,CCBL2
UP00000_2_Smad3_secondary	SMAD3	0.0	4.45658176581e-20	YY1,APP,KIAA1257,TCF7,NKX2-2,BMPER,TEAD3,PMAIP1,TEAD1,NKX2-5,CACNA1H,DAXX,SLC52A3,GFI1B,ADAMTS2,LIMCH1,MEIS3,SGCB,SOX17,MAGI2,FOXF2,NFKB2,GNAI1,DLX2,FBXW7,FOXQ1,NR3C1,FOS,TSHZ3,RXRA,REST,FOXD1,PBX4,NFIB,IRF1,PRRX2,E2F1,ZNRF2,EEF1D,NRXN1,CAMKK2,PRUNE2,PRKACB,LPAR1,STXBP5L,FOXC1,BCL2
UP00007_1_Egr1_primary	EGR1	0.0	5.70951962468e-19	YY1,TCF7,TEAD3,MAFA,RALYL,KBTBD7,SLC52A3,EEF1D,ADAMTS2,MEIS3,KCNMA1,ATRNL1,MAGI2,FOXF2,NFIL3,DLX2,FBXW7,CACNA1H,NR3C1,DDIT3,SYT14,TCF3,TSHZ3,LPAR1,RXRA,REST,FOXD1,PRRX2,ANKS1B,LEF1,ROR1,RASEF,FAIM2,ABCG1,IRF1,PTCH1,E2F1,PAX6,ARNT,PAPPA2,ZNRF2,STXBP5L,CAMKK2,HS6ST3,TRPM3,GRIK2,FOXC1
MA0139.1.CTCF	CTCF	0.0	1.39866709642e-17	CACNA1H,CADM1,AGBL4,YY1,GRIA2,CPE,CTNNB1,MAPK10,BMPER,MAFA,PPM1H,NKX2-5,DGKZ,ATRNL1,SLC52A3,CACNA2D1,GDAP1,ADAMTS2,CACNB2,LIMCH1,MEIS3,MEIS2,RORA,SOX17,RGS4,MAGI2,FOXF2,NFIL3,NMNAT3,OXGR1,RREB1,RIMS2,FBXW7,FOXQ1,SDK1,TCF3,SP1,LPAR1,FOXD3,NEGR1,KIAA1804,PRRX2,EDEM3,RXRA,ANKS1B,CADPS,FOXD1,RTN1,ROR1,POU1F1,NFIB,TMEM63C,NEUROD1,SULT4A1,E2F1,TSHZ3,ZNRF2,SLC7A10,STAT5A,NKX3-1,TRPM3,FOXC1,BCL2
UP00002_1_Sp4_primary	SP4	2.94209101526e-13	5.84546336737e-16	QTRTD1,SOX5,NKX2-2,TMEM63C,TEAD4,ELP4,TEAD3,MAFA,ABCG1,NKX2-5,DGKZ,SIM1,DDX59,GFI1B,EEF1D,YY1,ADAMTS2,SLC52A3,MEIS3,SGCB,RGS4,MAGI2,SYT14,FBXW7,KBTBD7,NR3C1,FOXF2,TCF3,FOS,TSC22D1,RXRA,REST,FOXD1,NEGR1,PRRX2,CACNA1H,ROR1,TENM3,IRF1,LPAR1,SULT4A1,E2F1,ARNT,CCND1,PAPPA2,ZNRF2,IRS1,CAMKK2,FOXC1,HS6ST3,PTCH1,STXBP5L,ATF3
MA0090.1.TEAD1	TEAD1	9.98423566045e-13	1.87416929483e-15	C2CD4A,AGBL4,SPTB,NR3C1,RNF180,TENM3,BMPER,TEAD1,MAP9,PBX4,RREB1,DGKZ,FGF14,GFI1B,ABCG1,MECOM,SOX6,LIMCH1,KCNMA1,RORA,SOX17,ATRNL1,PVRL3,MAGI2,RASEF,RNF150,TEAD4,DLX1,DLX2,TRPM3,FOXQ1,TCF7,ZFP36L1,TSC22D1,ENPP2,GRIK2,UNC5D,RTN1,NEGR1,PPM1H,ANKS1B,CADPS,CACNA2D1,NFKB2,ROR1,PDZRN3,KNSTRN,IRF2,TMEM61,ARNT,PAPPA2,PON1,IRS1,MEIS2,PRUNE2,NKX3-1,CDK8,LPAR1,ATF3,BCL2
