FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
UP00000_2_Smad3_secondary	4.45658176581e-20	0.0	63.0	829.0	26.0	2650.0	7.06	0.97	YY1,APP,KIAA1257,TCF7,NKX2-2,BMPER,SCRT2,TEAD3,PMAIP1,TEAD1,NKX2-5,CACNA1H,DAXX,SLC52A3,GFI1B,ADAMTS2,LIMCH1,MEIS3,SGCB,SOX17,TSC1,MAGI2,FOXF2,NFKB2,GNAI1,DLX2,FBXW7,FOXQ1,NR3C1,FOS,TSHZ3,RXRA,REST,FOXD1,PBX4,PXMP4,NFIB,IRF1,PRRX2,E2F1,ZNRF2,ACAD9,EEF1D,CILP2,NRXN1,CAMKK2,IL5,PRUNE2,PRKACB,LPAR1,STXBP5L,FOXC1,BCL2
UP00007_1_Egr1_primary	5.70951962468e-19	0.0	64.0	828.0	30.0	2646.0	7.17	1.12	YY1,TCF7,DIEXF,SCRT2,TEAD3,MAFA,RALYL,KBTBD7,SLC52A3,EEF1D,ADAMTS2,MEIS3,KCNMA1,ATRNL1,MAGI2,FOXF2,NFIL3,DEGS2,DLX2,FBXW7,CACNA1H,NR3C1,DDIT3,LEF1-AS1,SYT14,TCF3,TSHZ3,LPAR1,RXRA,REST,FOXD1,PRRX2,ANKS1B,LEF1,ROR1,RASEF,FAIM2,ABCG1,IRF1,PTCH1,RHPN1,E2F1,PAX6,ARNT,PAPPA2,ZNRF2,STXBP5L,CAMKK2,IL5,HS6ST3,TRPM3,GRIK2,FOXC1
MA0079.2.SP1	2.26956642298e-32	0.0	144.0	748.0	98.0	2578.0	16.14	3.66	PMAIP1,SPTB,SCRT2,NKX2-2,MAFA,SOX17,CACNA1H,CACNA2D1,ADAMTS2,RORA,EML5,MAGI2,FOXF2,FOXQ1,FAM135A,DDIT3,SP1,ENPP2,SP7,NEGR1,EDEM3,SLC25A29,ROR1,CCND1,EEF1D,LINC00222,RUNX1,ELP4,DAXX,LIMCH1,MEIS3,KCNMA1,PPM1H,GMDS,SYT14,NFIL3,TSC1,DLX1,DLX2,TCF7,TCF3,FOS,TSHZ3,PAX6,GRN,IRF2,IRF1,PRRX2,BTF3,NALCN,CAMKK2,HS6ST3,ASCC3,FOXC1,YY1,DIEXF,GNAI1,SLC52A3,SGCB,NFKB2,FGF14,ABCG1,ZFP36L1,FOXD1,LEF1,FAIM2,DEGS2,GRIK2,ZNRF2,IRS1,IL5,LPAR3,LPAR1,CILP2,FOXO3,BMPER,TEAD3,TEAD1,SOX6,SOX5,DGKZ,SIM1,GFI1B,ERO1LB,TEAD4,NR3C1,LEF1-AS1,REST,RXRA,RAB3C,PBX4,PBX3,NFIB,RHPN1,E2F1,CREB3L1,PRUNE2,ABCC9,PTCH1,STXBP5L,ATF3,BCL2
MA0099.1.Fos	1.60127263497e-83	0.0	217.0	675.0	63.0	2613.0	24.33	2.35	QTRTD1,PMAIP1,ISL1,SPTB,MIRLET7I,FOXI1,MAFA,PPM1H,NKX2-5,ASB6,ADAMTS2,RORA,EML5,MAGI2,FOXF2,YAP1,NECAB2,FOXQ1,DDIT3,NFIL3,ENPP2,NEGR1,MTUS2,EDEM3,CACNA2D1,ROR1,TENM3,BMP5,APP,RNF180,NRXN1,LINC00222,RUNX1,VPS13C,LSAMP,C1ORF21,STC2,ELP4,NOA1,MMP16,SDK1,SLC7A2,GRIA4,NKX2-2,VANGL2,ST18,KBTBD7,DDX59,CHODL,LIMCH1,KCNMA1,SOX17,PBX4,PCLO,RASEF,SAMD3,ITGBL1,DLX1,DLX2,TRPM3,TSPYL5,TCF7,ELK4,TSHZ3,OXGR1,TTC8,UNC5D,IRF2,IRF1,PRRX2,SULT4A1,TMEM61,ZNRF2,NALCN,RTN4RL2,C2CD4A,AGBL4,HDAC7,KIF14,NHLH1,CADPS,GNAI1,SGCB,NFKB2,RIMS2,FBXW7,ABCG1,AUH,RXRA,FOXD1,ANKS1B,SLC43A3,RNF150,PDZRN3,ERO1L,GRIK2,IRS1,RALYL,IL5,CDK8,LPAR1,CILP2,BIRC3,FOXO3,SLC5A1,FOXO1,BMPER,TEAD3,TEAD1,SOX6,TEAD4,DGKZ,CEBPA,MAPKAP1,YWHAH,SOX5,PSMC6,NR3C1,REST,CHODL-AS1,ST6GALNAC5,PXMP4,PBX3,PBX1,NFIB,RHPN1,E2F1,SLC7A10,PRUNE2,ABCC9,PTCH1,ATF3,BCL2
UP00103_2_Jundm2_secondary	7.34352376201e-59	0.0	169.0	723.0	59.0	2617.0	18.95	2.2	PMAIP1,ISL1,MIRLET7I,SLC30A8,FOXI1,SOX17,NKX2-5,ASB6,ADAMTS2,RORA,MAGI2,FOXF2,YAP1,NECAB2,FOXQ1,TSC22D1,NFIL3,ENPP2,NEGR1,SERP2,EDEM3,CACNA2D1,ROR1,BMP5,APP,RNF180,NRXN1,RUNX1,LSAMP,C1ORF21,STC2,PRRX2,MMP16,VDR,GRIA4,VANGL2,ST18,KBTBD7,CHODL,LIMCH1,KCNMA1,PPM1H,PVRL3,RASEF,SAMD3,ITGBL1,DLX1,DLX2,TRPM3,TSPYL5,TCF7,ELK4,TSHZ3,TTC8,UNC5D,CDK8,ABCG1,IRF1,STEAP2,ZNRF2,NALCN,RTN4RL2,AGBL4,HDAC7,TENM3,NHLH1,CADPS,GNAI1,CACNB2,SGCB,RNF150,RIMS2,FBXW7,AUH,ANKS1B,SLC43A3,PDZRN3,RGS17,ERO1L,GRIK2,IRS1,IL5,STEAP1,LPAR1,BIRC3,FOXO3,BMPER,TEAD1,SOX6,SOX5,CEBPA,MAPKAP1,TEAD4,LDHA,PSMC6,NR3C1,GTF2H1,CHODL-AS1,ST6GALNAC5,PXMP4,PBX3,PBX1,NFIB,E2F1,SLC7A10,PRUNE2,ABCC9,ATF3,BCL2
MA0056.1.MZF1_1-4	2.9682688814e-25	0.0	327.0	565.0	512.0	2164.0	36.66	19.13	MUSK,QTRTD1,PMAIP1,SPTB,SCG2,MIRLET7I,ORAOV1,SCRT2,FOXI1,MAFA,NKX2-6,PAM,RREB1,CACNA1H,LHX3,ASB6,SAMD13,ADAMTS2,RORA,EML5,TSC1,MAGI2,FOXF2,GLP1R,YAP1,FOXQ1,FAM135A,DDIT3,RASEF,TSC22D1,SP1,ENPP2,DEGS2,SP7,NEGR1,MTUS2,EDEM3,NKX2-5,CACNA2D1,ROR1,BMP5,DBNL,CCND1,APP,RNF180,NRXN1,LINC00222,C7ORF41,LSAMP,RHBDD1,STC2,SAYSD1,MMP16,GRIA2,NKX2-2,ZDHHC22,SPZ1,DHX34,ST18,DAXX,LIMCH1,MEIS3,KCNMA1,PPM1H,GMDS,PCLO,SYT14,NFIL3,LOC644936,DLX1,DLX2,TRPM3,SDK1,ELK4,TCF3,FOS,TSHZ3,IAPP,IRF2,IRF1,PRRX2,SULT4A1,TMEM61,ZNRF2,NALCN,CAMKK2,MEF2A,HS6ST3,FOXC1,C2CD4A,AGBL4,YY1,HDAC7,TENM3,DIEXF,ST6GALNAC5,GNAI1,ATRNL1,SLC52A3,RUNX1,MECOM,PYROXD1,LINC00466,NFKB2,RIMS2,CADM1,ZFP36L1,ABCG1,FOXD3,FOXD1,LOC728175,ANKS1B,OXGR1,PDZRN3,FAIM2,FOXO3,TMEM63C,ARNT,GRIK2,BTF3,IRS1,IL5,NKX3-1,PRKACB,STEAP1,LPAR3,LPAR1,CCBL2,CILP2,GTF3C5,UQCR11,BIRC3,RBMXL1,BMPER,TEAD3,TEAD1,SOX6,SOX5,DGKZ,GFI1B,AMHR2,PBX4,ERO1LB,DGKB,PNPLA5,NR3C1,REST,RXRA,RAB3C,CADPS,PXMP4,PBX3,PBX1,POU1F1,NFIB,RHPN1,E2F1,SLC7A10,CREB3L1,PRUNE2,ABCC9,PTCH1,ATF3
UP00021_1_Zfp281_primary	1.72064267202e-21	0.0	101.0	791.0	73.0	2603.0	11.32	2.73	YY1,HDAC7,UQCR11,ONECUT1,SPTB,TCF7,TMEM63C,RBMXL1,NKX2-2,CNTN1,BCL2,TEAD3,MAFA,TEAD1,ABCG1,RREB1,DGKZ,DAXX,SIM1,ELP4,TCF3,ADAMTS2,FOS,MEIS3,KCNMA1,RGS4,GMDS,MAGI2,GLP1R,LINC00466,SOX5,DLX2,CREB3L1,CACNA1H,NR3C1,DDIT3,ZFP36L1,NFIB,TSHZ3,LPAR1,ENPP2,FOXD3,REST,FOXD1,NEGR1,STEAP1,PRRX2,EDEM3,RXRA,GRN,ZDHHC22,ROR1,FAIM2,FOXO3,IRF1,PTCH1,RHPN1,E2F1,PMAIP1,ARNT,CCND1,PAPPA2,NALCN,IRS1,CAMKK2,IL5,FOXC1,LSAMP,PRKACB,ASCC3,LPAR3,SAYSD1,GRIK2,ATF3,CCBL2
MA0139.1.CTCF	1.39866709642e-17	0.0	89.0	803.0	70.0	2606.0	9.98	2.62	CACNA1H,CADM1,AGBL4,YY1,GRIA2,CPE,CTNNB1,MAPK10,BMPER,MAFA,PPM1H,NKX2-6,ZDHHC22,NKX2-5,DGKZ,ATRNL1,SLC52A3,CACNA2D1,GDAP1,ADAMTS2,CACNB2,LIMCH1,AMHR2,MEIS3,MEIS2,RORA,SOX17,RGS4,MAGI2,FOXF2,NFIL3,NMNAT3,OXGR1,RREB1,RIMS2,FBXW7,FOXQ1,SDK1,TCF3,SP1,LPAR1,FOXD3,GLRB,NEGR1,KIAA1804,PRRX2,EDEM3,RXRA,LINC00466,ANKS1B,CADPS,FOXD1,RTN1,ROR1,POU1F1,NFIB,TMEM63C,NEUROD1,RHPN1,SULT4A1,E2F1,BTF3,TSHZ3,ZNRF2,SLC7A10,STAT5A,CREB3L1,NKX3-1,TRPM3,FOXC1,BCL2
UP00002_1_Sp4_primary	5.84546336737e-16	2.94209101526e-13	69.0	823.0	46.0	2630.0	7.74	1.72	QTRTD1,SOX5,NKX2-2,TMEM63C,KIAA1407,KIF14,DIEXF,TEAD4,ELP4,SCRT2,TEAD3,MAFA,ABCG1,NKX2-5,DGKZ,SIM1,DDX59,GFI1B,EEF1D,YY1,ADAMTS2,SLC52A3,MEIS3,SGCB,RGS4,CREB3L1,MAGI2,SYT14,TSC1,FBXW7,KBTBD7,NR3C1,FOXF2,TCF3,FOS,TSC22D1,RXRA,REST,FOXD1,NEGR1,PRRX2,CACNA1H,ZDHHC22,SLC25A29,ROR1,TENM3,IRF1,LPAR1,SULT4A1,E2F1,ARNT,CCND1,PAPPA2,ZNRF2,IRS1,CAMKK2,IL5,FOXC1,HS6ST3,ASCC3,STC2,PTCH1,STXBP5L,ATF3
MA0090.1.TEAD1	1.87416929483e-15	9.98423566045e-13	77.0	815.0	60.0	2616.0	8.63	2.24	C2CD4A,AGBL4,SPTB,NR3C1,RNF180,TENM3,BMPER,GTF3C5,TEAD1,MAP9,NKX2-6,PBX4,RREB1,DGKZ,FGF14,GFI1B,ABCG1,MECOM,SOX6,LIMCH1,KCNMA1,RORA,SOX17,ATRNL1,PVRL3,MAGI2,RASEF,LOC728175,RNF150,TEAD4,DLX1,DLX2,TRPM3,FOXQ1,TCF7,ZFP36L1,PLEKHG3,TSC22D1,ENPP2,GRIK2,UNC5D,RTN1,NEGR1,PPM1H,ANKS1B,CADPS,CACNA2D1,NFKB2,ROR1,PDZRN3,KNSTRN,IRF2,DISP2,TMEM61,ARNT,CCDC175,PAPPA2,PON1,IRS1,PON3,MEIS2,PRUNE2,VPS13C,NKX3-1,CDK8,LPAR1,SPATA6,ATF3,BCL2
