FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
UP00079_1_Esrra_primary	1.0	1.0	20.0	872.0	0.0	0.0	2.24	0.0	FOXO3,BMP5,NFIB,YY1,ADAMTS2,MECOM,ABCG1,LPAR1,PON1,KCNMA1,PON3,LINC00222,NEGR1,PTCH1,SLC52A3,MAGI2,SAMD3,DGKB,RALYL,DEGS2,PBX1
UP00000_2_Smad3_secondary	1.0	1.0	64.0	828.0	0.0	0.0	7.17	0.0	YY1,KIAA1257,TCF7,NKX2-2,BMPER,SCRT2,TEAD3,PMAIP1,TEAD1,NKX2-5,CACNA1H,DAXX,SLC52A3,GFI1B,ADAMTS2,LIMCH1,MEIS3,SGCB,SOX17,TSC1,MAGI2,FOXF2,NFKB2,GNAI1,DLX2,FBXW7,FOXQ1,NR3C1,FOS,TSHZ3,RXRA,REST,FOXD1,PBX4,PXMP4,ZEB2,NFIB,IRF1,PRRX2,E2F1,ZNRF2,ACAD9,APP,CILP2,NRXN1,CAMKK2,IL5,PRUNE2,PRKACB,LPAR1,STXBP5L,FOXC1,BCL2
MA0163.1.PLAG1	1.0	1.0	41.0	851.0	0.0	0.0	4.6	0.0	ONECUT1,TENM3,TEAD4,TEAD3,MAFA,TEAD1,NKX2-6,PBX4,TSC1,CACNA1H,GFI1B,ADAMTS2,MEIS3,RUNX1,FOXF2,RNF150,NKX2-5,PNPLA5,LSAMP,TCF3,FOS,SP1,TMEM63C,SP7,ANKS1B,ZDHHC22,TSPAN9,NFKB2,NFIB,IRF1,PTCH1,SULT4A1,CCND1,CILP2,CAMKK2,RBMXL1,IL5,NKX3-1,LPAR1,ATF3,CCBL2
MA0152.1.NFATC2	1.0	1.0	112.0	780.0	0.0	0.0	12.56	0.0	MUSK,PMAIP1,KCNMA1,SLC30A8,FOXI1,MAFA,PPM1H,NKX2-5,CACNA1H,RGS4,ADAMTS2,ARHGEF5,MAGI2,YAP1,DDIT3,SYT14,SP1,ENPP2,NEGR1,EDEM3,CACNA2D1,ROR1,BMP5,DBNL,RNF180,RUNX1,ELK4,STC2,PRRX2,MMP16,NOBOX,NKX2-2,DHX34,ST18,LIMCH1,MEIS3,MEIS2,SOX17,RASEF,NFIL3,TRPM3,TSPYL5,TCF7,LSAMP,TSHZ3,IAPP,IRF2,TMEM61,CILP2,CAMKK2,C2CD4A,AGBL4,TENM3,DIEXF,MAPK10,PBX4,TSC1,CACNB2,PYROXD1,LOC728175,RNF150,CADM1,ABCG1,RXRA,FOXD1,ANKS1B,PDZRN3,ST6GALNAC5,RGS17,TMEM63C,GRIK2,RALYL,LPAR1,BIRC3,FOXO3,BMPER,TEAD3,TEAD1,SOX5,SIM1,GFI1B,AMHR2,MAPKAP1,NR3C1,ZDHHC22,PBX3,DHCR24,NFIB,RHPN1,PRUNE2,ABCC9,PTCH1,ATF3
UP00228_1_Bapx1_2343.1	1.0	1.0	22.0	870.0	0.0	0.0	2.47	0.0	FOXQ1,NFIB,SIM1,PTCH1,ADAMTS2,BMPER,LIMCH1,ZNRF2,MEIS2,RORA,STEAP1,ROR1,FOXF2,NALCN,ASCC3,STEAP2,MAGI2,ATF3,PDZRN3
MA0137.1.STAT1	1.0	1.0	40.0	852.0	0.0	0.0	4.48	0.0	QTRTD1,SOX5,MEIS2,BMPER,SPZ1,TEAD3,TEAD1,RREB1,ST18,GNAI1,SIM1,ADAMTS2,DHX34,MEIS3,KCNMA1,RORA,ATRNL1,MAGI2,NFIL3,LOC644936,FBXW7,PBX1,AUH,MTUS2,PAX6,NKX2-5,ST6GALNAC5,PBX3,PDZRN3,IRF1,PTCH1,PAPPA2,NALCN,IRS1,NRXN1,IL5,ELK4,RHBDD1,TRPM3
UP00104_1_Hmx1_3423.1	1.0	1.0	10.0	882.0	0.0	0.0	1.12	0.0	NR3C1,ISL1,ERO1L,MAGI2,NFIL3,PDZRN3,PSMC6,BMPER
MA0078.1.Sox17	1.0	1.0	26.0	866.0	0.0	0.0	2.91	0.0	HDAC7,TCF7,MIRLET7I,BMPER,TEAD1,TSC1,LOC643037,GFI1B,SAMD13,NALCN,RORA,PPM1H,GTDC1,ZEB2,TRPM3,NR3C1,RTN1,CPE,PRRX2,SLCO1A2,PBX1,NFIB,ELP4,APP,CCDC175,FUT4,PRKACB,PTCH1,ATF3
UP00040_2_Irf5_secondary	1.0	1.0	13.0	879.0	0.0	0.0	1.46	0.0	RGS17,LPAR1,ABCG1,APP,KCNMA1,RORA,TENM3,MAGI2,NFIL3,BCL2,PDZRN3,FBXW7
MA0055.1.Myf	1.0	1.0	84.0	808.0	0.0	0.0	9.42	0.0	MUSK,C2CD4A,AGBL4,SOX5,SLC25A29,GRIA2,SPTB,SCG2,FOXO3,FOXO1,BMPER,SCRT2,TEAD3,MAFA,TEAD1,RUNX1,NKX2-5,DGKZ,SIM1,CACNA2D1,TCF3,YY1,ADAMTS2,CACNB2,SLC52A3,KCNMA1,RORA,MAPKAP1,NBEA,CREB3L1,MAGI2,NFKB2,PBX1,PSMC6,FOXQ1,CACNA1H,TCF7,ZFP36L1,TSHZ3,RXRA,CPE,KIAA1804,MTUS2,LHX3,SULT4A1,ANKS1B,CADPS,FOXD1,PBX3,ROR1,PDZRN3,FAIM2,ERO1L,PRRX2,RHPN1,GFI1,TMEM61,NRXN1,LINC00222,PAX6,ATF3,STC2,LPAR1,FOXC1
