FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
UP00000_2_Smad3_secondary	5.5504855048e-31	0.0	72.0	447.0	15.0	1542.0	13.87	0.96	MYO3A,AGBL4,ACVR1C,GRIA2,ATF3,SCRT2,CPEB1,RBMXL1,DACH1,LOC283692,BMPER,TEAD2,NKX2-2,MAFA,TEAD1,CADPS,GAD2,RREB1,DGKZ,DAXX,SIM1,LHX3,HDAC7,FEZF2,CACNB2,SLC52A3,RORA,SOX17,GMDS,PGR,ATP5EP2,GLP1R,RELA,C9orf69,NECAB2,FAM135B,B3GALT4,SDK1,C1QTNF8,HMGCLL1,RXRA,UNC5D,PAX6,ANKS1B,KCNB2,ST6GALNAC5,GABRB3,SLC43A3,ABCG1,ERO1L,NEUROD1,RHPN1,GFI1,CACNA1H,ST8SIA3,IRS1,FOXA2,PRUNE2,NKX3-2,LSAMP,RHBDD1,PDX1,RTN4RL2,FOXC1,CCBL2
UP00007_1_Egr1_primary	3.73608929112e-22	0.0	73.0	446.0	34.0	1523.0	14.07	2.18	QTRTD1,SCRT2,HLF,HDAC7,GRIA2,RTN4RL2,CPEB1,IRS1,RBMXL1,IRAK1BP1,LOC283692,CNTN4,TEAD2,TEAD3,MAFA,GABRB3,MAP9,RREB1,CACNA1H,SIM1,LHX3,ADAMTS2,MECOM,CACNB2,AMER3,DSCAM,SOX17,ATRNL1,GMDS,FOXF2,NKX2-2,C9orf69,DLX1,DLX2,CADM1,B3GALT4,C1QTNF8,CEBPA-AS1,RIMBP2,SP1,RXRA,REST,FAM84A,FOXC1,PAX6,DACH1,MCOLN2,ANKS1B,NOL4,CACNA2D1,SLC43A3,PBX3,PDZRN3,SNAP91,ERO1L,NEUROD1,GFI1,CCND1,NALCN,ST8SIA3,DRD3,NECAB2,SLC52A3,FOXA2,NKX3-2,RHBDD1,LPAR3,CEBPA,SLC18A2,ATF3,CCBL2
MA0079.2.SP1	5.54713622184e-41	0.0	142.0	377.0	75.0	1482.0	27.36	4.82	AMER3,SPTB,MEIS2,GPM6A,NOL4,NKX2-2,MAFA,SOX17,CACNA1H,LHX3,ADAMTS2,RORB,RORA,ATRNL1,FOXF2,GLP1R,RELA,NECAB2,B3GALT4,JAKMIP2,SP1,CCND1,FOXA2,FAM135B,LSAMP,RHBDD1,ELAVL4,ACVR1C,GRIA2,SCRT2,LOC283692,TMEM132D,SLC25A39,DAXX,DCTD,KCNMA1,PPM1H,MAP10,KIF6,GMDS,DLX1,DLX2,SDK1,TCF3,KCNK16,TSHZ3,UNC5D,PAX6,GRN,CEBPA,IRF2,NALCN,ST8SIA3,CAMKK2,PCDH17,HLF,FOXC1,RTN4RL2,AGBL4,HDAC7,ONECUT1,TENM3,CADPS,GAD2,SLC52A3,RUNX1,MECOM,CACNB2,OXGR1,BEND5,ABCG1,HMGCLL1,RXRA,BARX2,KCNB2,GABRB3,SLC43A3,ERO1L,NEUROD1,SLC5A1,IRS1,DKFZp686K1684,NKX3-2,CCBL2,FOXQ1,CPEB1,RBMXL1,IRAK1BP1,TEAD3,DGKZ,SIM1,FEZF2,C9orf69,CEBPA-AS1,RTN1,DACH1,ST6GALNAC5,PBX3,C1QTNF8,RHPN1,GFI1,PRUNE2,PTCH1,STXBP5L,ATF3
MA0056.1.MZF1_1-4	5.32635521122e-41	0.0	271.0	248.0	320.0	1237.0	52.22	20.55	AMER3,KIAA1257,SPTB,MIRLET7I,SNAP91,GPM6A,NOL4,NKX2-2,MAFA,SOX17,RREB1,CACNA1H,LHX3,ADAMTS2,RORB,RORA,ATRNL1,GLP1R,MEIS2,NECAB2,B3GALT4,JAKMIP2,SP1,FAM84A,PPM1H,CACNA2D1,NKX6-1,LOC145845,PCDH20,DBNL,SCGB2A1,RNF180,CCND1,FOXA2,FAM135B,LSAMP,RHBDD1,ELAVL4,ACVR1C,GRIA2,G6PC2,CNTN4,TMEM132D,SLC25A39,RUNX1,ST18,KBTBD7,DCTD,MEIS3,KCNMA1,IGSF11,MAP10,KCNK16,GMDS,NKX2-5,DLX1,DLX2,SDK1,TCF7,TCF3,FOS,KIF6,TSHZ3,UNC5D,ABCB11,PAX6,GRN,IRF2,SULT4A1,ZC3H3,NALCN,ST8SIA3,CAMKK2,PCDH17,HS6ST3,ASCC3,HLF,FOXC1,RTN4RL2,AGBL4,HDAC7,ONECUT1,TENM3,ST6GALNAC5,GAD2,ZBTB10,MECOM,CACNB2,GPR148,LINC00466,OXGR1,CADM1,BEND5,TAL1,RIMBP2,ABCG1,HMGCLL1,FOXD3,BARX2,NMNAT3,ANKS1B,KCNB2,LEF1,GABRB3,SLC43A3,PDZRN3,FAIM2,CTNNB1,TMEM63C,NEUROD1,SLC5A1,PAPPA2,IRS1,NKX3-2,FGF14,CCBL2,FOXQ1,CILP2,PDZK1IP1,CPEB1,RBMXL1,IRAK1BP1,FOXO1,SOX9,TEAD3,DSCAM,TEAD1,MAP9,SOX5,DGKZ,SIM1,FEZF2,PBX4,PGR,LOC100131691,C9orf69,NR3C1,LEF1-AS1,ULK4,RTN1,REST,RXRA,DACH1,CADPS,PBX3,C1QTNF8,RHPN1,GFI1,MZF1,PRUNE2,PTCH1,STXBP5L
MA0003.1.TFAP2A	3.22770340485e-17	0.0	52.0	467.0	21.0	1536.0	10.02	1.35	B3GALT4,GRIA2,SNAP91,NKX2-2,CNTN4,TMEM132D,TEAD3,MAFA,PPM1H,GAD2,RREB1,DGKZ,CEBPA,LHX3,ADAMTS2,RORA,SOX17,ATRNL1,RUNX1,FOXF2,C9orf69,FAM135B,FOXQ1,KBTBD7,CEBPA-AS1,ABCG1,RXRA,ZFP36L1,BARX2,ST6GALNAC5,GABRB3,PBX3,FAIM2,TENM3,C1QTNF8,SULT4A1,CACNA1H,CCND1,FOXA2,PRUNE2,NKX3-2,STXBP5L
MA0039.2.Klf4	1.25820252521e-26	0.0	106.0	413.0	66.0	1491.0	20.42	4.24	AGBL4,ACVR1C,SDK1,GRIA2,ATF3,SPTB,CPEB1,RBMXL1,NKX2-2,LOC283692,GPM6A,CNTN4,TMEM132D,TEAD3,MAFA,TEAD1,SLC25A39,RUNX1,RREB1,DGKZ,SIM1,LHX3,HDAC7,ADAMTS2,MECOM,AMER3,KCNMA1,RORA,SOX17,ATRNL1,GMDS,PGR,HMGCLL1,OXGR1,NECAB2,PCDH17,B3GALT4,JAKMIP2,C1QTNF8,CEBPA-AS1,GABRB3,RIMBP2,FOS,SCRT2,RXRA,UNC5D,TCF3,PAX6,LOC285547,GRN,KCNB2,CACNA2D1,PBX3,CEBPA,FAIM2,ABCG1,ERO1L,NEUROD1,RHPN1,GFI1,NOL4,CACNA1H,CCND1,NALCN,ST8SIA3,IRS1,TEAD2,SLC52A3,DKFZp686K1684,FOXA2,PRUNE2,NKX3-2,LSAMP,RHBDD1,KBTBD7,SLC5A1,FOXC1,CCBL2
UP00033_2_Zfp410_secondary	3.24961715776e-23	0.0	76.0	443.0	35.0	1522.0	14.64	2.25	AGBL4,ACVR1C,LOC145845,GRIA2,CPEB1,KCNMA1,LOC283692,GPM6A,CNTN4,NOL4,NKX2-2,MAFA,LEF1,ST18,RREB1,DGKZ,SIM1,LHX3,HDAC7,FEZF2,ADAMTS2,MECOM,CACNB2,AMER3,RORB,RORA,C1QTNF8,CEBPA-AS1,LOC100131691,C9orf69,NECAB2,FAM135B,CACNA1H,BEND5,LEF1-AS1,TCF3,KCNK16,RXRA,UNC5D,BARX2,PAX6,MZF1,DACH1,KCNB2,CADPS,GABRB3,SLC43A3,PBX3,CEBPA,ABCG1,ERO1L,NEUROD1,RHPN1,GFI1,ST8SIA3,IRS1,MEIS2,DKFZp686K1684,FOXA2,PRUNE2,NKX3-2,RHBDD1,RTN4RL2
UP00002_1_Sp4_primary	1.38047314153e-25	0.0	74.0	445.0	27.0	1530.0	14.26	1.73	SCRT2,ACVR1C,GRIA2,RTN4RL2,CPEB1,GRN,SNAP91,DACH1,LOC283692,TMEM132D,NKX2-2,MAFA,TEAD1,MAP9,SLC25A39,DGKZ,SIM1,LHX3,HDAC7,ADAMTS2,CACNB2,AMER3,RORB,RORA,SOX17,DSCAM,KIF6,GMDS,PGR,ATP5EP2,HMGCLL1,OXGR1,DLX1,DLX2,CACNA1H,CEBPA-AS1,FOS,KCNK16,RXRA,UNC5D,BARX2,PAX6,HLF,ANKS1B,KCNB2,GABRB3,SLC43A3,PBX3,FAM135B,IRF2,ERO1L,NEUROD1,RHPN1,GFI1,NOL4,SLC5A1,CCND1,ZC3H3,ST8SIA3,IRS1,NECAB2,SLC52A3,RBMXL1,FOXA2,PRUNE2,NKX3-2,LSAMP,RHBDD1,ASCC3,PDX1,CEBPA,PTCH1,FOXC1,CCBL2
UP00021_1_Zfp281_primary	1.26771062051e-22	0.0	95.0	424.0	63.0	1494.0	18.3	4.05	ELAVL4,B3GALT4,QTRTD1,AGBL4,NKX2-2,ACVR1C,SDK1,GRIA2,ONECUT1,DRD3,KCNMA1,PCDH17,CNTN4,TEAD3,MAFA,PPM1H,SLC25A39,RUNX1,GAD2,RREB1,DGKZ,SIM1,LHX3,HDAC7,FEZF2,ADAMTS2,MECOM,CACNB2,AMER3,RORB,RORA,SOX17,KCNK16,GMDS,CEBPA-AS1,GLP1R,OXGR1,C9orf69,DLX1,DLX2,CADM1,FOXQ1,JAKMIP2,C1QTNF8,BEND5,TCF3,KIF6,SP1,HMGCLL1,RXRA,UNC5D,RTN1,PAX6,LOC285547,ANKS1B,NOL4,CADPS,GABRB3,GRN,PBX3,FAM135B,IRF2,ERO1L,NEUROD1,RHPN1,GFI1,CACNA1H,CCND1,ST8SIA3,IRS1,NECAB2,CAMKK2,FOXA2,PRUNE2,NKX3-2,RHBDD1,ASCC3,HLF,CEBPA,DACH1,SLC5A1,FOXC1
UP00043_2_Bcl6b_secondary	3.20372091666e-20	0.0	72.0	447.0	38.0	1519.0	13.87	2.44	ELAVL4,AGBL4,ACVR1C,SDK1,GRIA2,SCRT2,CPEB1,MEIS2,SNAP91,NKX2-2,LOC283692,GPM6A,CNTN4,NOL4,TEAD3,MAFA,SLC25A39,ST18,DGKZ,CEBPA,LHX3,HDAC7,FEZF2,ADAMTS2,MECOM,CACNB2,SLC52A3,RORB,RORA,PPM1H,C1QTNF8,CEBPA-AS1,TSHZ3,NMNAT3,PCDH17,B3GALT4,JAKMIP2,BEND5,KCNK18,ABCG1,TCF3,RXRA,UNC5D,BARX2,PAX6,LOC285547,GRN,KCNB2,CADPS,GABRB3,SLC43A3,RBMXL1,ERO1L,NEUROD1,RHPN1,GFI1,CACNA1H,ST8SIA3,DKFZp686K1684,FOXA2,PRUNE2,NKX3-2,SLC18A2,RTN4RL2,SLC5A1,CCBL2
