FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
UP00079_1_Esrra_primary	1.0	1.0	7.0	287.0	0.0	0.0	2.38	0.0	SDK1,PAPPA2,SULT4A1,PDK4,DSCAM
UP00000_2_Smad3_secondary	1.0	1.0	38.0	256.0	0.0	0.0	12.93	0.0	MYO3A,AGBL4,ACVR1C,GRIA2,DACH1,CADPS,GAD2,CACNA1H,SIM1,FEZF2,CACNB2,GMDS,PGR,ATP5EP2,HMGCLL1,NECAB2,FAM135B,SDK1,GLP1R,UNC5D,PAX6,ANKS1B,KCNB2,ST6GALNAC5,GABRB3,C1QTNF8,NEUROD1,ST8SIA3,PRUNE2,LSAMP,PDX1,FOXC1
MA0163.1.PLAG1	1.0	1.0	20.0	274.0	0.0	0.0	6.8	0.0	CACNA1H,SDK1,TMEM63C,BEND5,C1QTNF8,NALCN,GRIA2,SLC17A6,AMER3,KCNMA1,MEIS2,AGBL4,GAD2,KCNB2,TMEM132D,NMNAT3,FOXC1
MA0152.1.NFATC2	1.0	1.0	34.0	260.0	0.0	0.0	11.56	0.0	C2CD4A,GRIA2,GRIA4,KCNMA1,GPM6A,CNTN4,TMEM132B,CACNA1H,ASB4,ADAMTS2,AMER3,MEIS3,MAB21L1,IGSF11,NBEA,PGR,RASEF,GLP1R,UGGT2,FAM135B,SDK1,RIMBP2,RTN1,PAX6,ANKS1B,GABRB3,PDK4,LSAMP,HS6ST3
UP00228_1_Bapx1_2343.1	1.0	1.0	6.0	288.0	0.0	0.0	2.04	0.0	TMEM63C,ASB4,PAPPA2,MEIS2,LIG4,PDK4,TMEM132D
MA0137.1.STAT1	1.0	1.0	13.0	281.0	0.0	0.0	4.42	0.0	C2CD4A,SIM1,RIMBP2,ADAMTS2,GRIA2,RNF180,MEIS2,PGR,PCDH17,RASEF,GAD2,TMEM132B
UP00104_1_Hmx1_3423.1	1.0	1.0	9.0	285.0	0.0	0.0	3.06	0.0	SDK1,ADAMTS2,KIF6,PAPPA2,LIG4,KCNK16,TMEM132D,CACNA2D1,FOXC1,PDZRN3
MA0078.1.Sox17	1.0	1.0	7.0	287.0	0.0	0.0	2.38	0.0	RIMBP2,DCTD,NRXN1,TENM3,PAX6,CNTN4,GLP1R
UP00040_2_Irf5_secondary	1.0	1.0	4.0	290.0	0.0	0.0	1.36	0.0	ASCC3,TMEM63C,ST6GALNAC5,SIM1,CNTN4
MA0055.1.Myf	1.0	1.0	41.0	253.0	0.0	0.0	13.95	0.0	ELAVL4,SDK1,SPTB,MAB21L1,CNTN4,ST18,CACNA1H,SIM1,RIMBP2,ADAMTS2,CACNB2,AMER3,KCNMA1,ATRNL1,NBEA,PGR,HMGCLL1,FAM135B,JAKMIP2,KCNK18,NALCN,ANKS1B,ST6GALNAC5,GABRB3,C1QTNF8,PAPPA2,ROBO2,PCDH17,HS6ST3,ASCC3,SLC18A2,SLC17A6
MA0156.1.FEV	1.0	1.0	11.0	283.0	0.0	0.0	3.74	0.0	SDK1,TMEM63C,ADAMTS2,MEIS3,KCNMA1,BARX2,FOXC1,GLP1R,ANKS1B,FAM135B
UP00017_2_Nkx3-1_secondary	1.0	1.0	5.0	289.0	0.0	0.0	1.7	0.0	DACH1,TMEM132D,PDK4,CNTN4,SULT4A1
MA0111.1.Spz1	1.0	1.0	7.0	287.0	0.0	0.0	2.38	0.0	CACNA1H,C1QTNF8,ADAMTS2,HS6ST3,ANKS1B,GAD2,PDZRN3
UP00106_1_Vax2_3500.1	1.0	1.0	8.0	286.0	0.0	0.0	2.72	0.0	LOC145845,ADAMTS2,MEIS2,G6PC2,ATRNL1,FOXC1,ABCB11,PDK4,ST18,FGF14
UP00051_1_Sox8_primary	1.0	1.0	6.0	288.0	0.0	0.0	2.04	0.0	SDK1,FEZF2,ASB4,ADAMTS2,KCNMA1,PGR,PDK4,CADPS
UP00257_1_Shox2_2641.2	1.0	1.0	4.0	290.0	0.0	0.0	1.36	0.0	LOC145845,ADAMTS2,KIF6,MEIS2,KCNK16,PCDH20
UP00067_1_Lef1_primary	1.0	1.0	7.0	287.0	0.0	0.0	2.38	0.0	SDK1,CNTN4,ADAMTS2,RASEF,DSCAM,DACH1,NMNAT3
MA0041.1.Foxd3	1.0	1.0	17.0	277.0	0.0	0.0	5.78	0.0	CACNA1H,RIMBP2,ASB4,TMEM61,ADAMTS2,KIF6,CACNB2,GRIK2,MEIS3,BARX2,RBP1,PDK4,RASEF,GLP1R,ANKS1B,NMNAT3,FGF14,KCNK16,ST18,TMEM132B
UP00406_2_Spdef_secondary	1.0	1.0	4.0	290.0	0.0	0.0	1.36	0.0	AGBL4,GRIA4,ST18,ROR1
UP00004_1_Sox14_primary	1.0	1.0	3.0	291.0	0.0	0.0	1.02	0.0	SDK1,ROR1,PDZRN3
UP00206_1_Hoxb7_3953.1	1.0	1.0	6.0	288.0	0.0	0.0	2.04	0.0	SDK1,TMEM61,KIF6,G6PC2,KCNK16,ABCB11,PDK4,FOXC1
UP00075_1_Sox15_primary	1.0	1.0	5.0	289.0	0.0	0.0	1.7	0.0	SDK1,TMEM63C,RIMBP2,HS6ST3,ANKS1B,UGGT2
UP00226_1_Mrg1_2246.2	1.0	1.0	12.0	282.0	0.0	0.0	4.08	0.0	SDK1,DCTD,TMEM61,ADAMTS2,GRIA2,PAPPA2,ROBO2,IGSF11,TENM3,KCNK16,PGR,ST18
UP00023_1_Sox30_primary	1.0	1.0	7.0	287.0	0.0	0.0	2.38	0.0	TSPYL5,TMEM63C,RIMBP2,KCNMA1,HS6ST3,ANKS1B,UGGT2,FOXC1
MA0019.1.Ddit3::Cebpa	1.0	1.0	7.0	287.0	0.0	0.0	2.38	0.0	RTN1,G6PC2,LIG4,ABCB11,ROR1,FAM135B,FGF14
UP00244_1_Tlx2_3498.2	1.0	1.0	9.0	285.0	0.0	0.0	3.06	0.0	CACNA1H,C1QTNF8,LOC145845,SULT4A1,KIF6,PAPPA2,MEIS2,KCNK16,PGR,CNTN4,EFCAB6
UP00159_1_Six2_2307.2	1.0	1.0	4.0	290.0	0.0	0.0	1.36	0.0	CACNA1H,ADAMTS2,LSAMP,IGSF11
UP00227_1_Duxl_1286.2	1.0	1.0	2.0	292.0	0.0	0.0	0.68	0.0	GRIK2,STARD13,KL
UP00100_1_Gata6_primary	1.0	1.0	1.0	293.0	0.0	0.0	0.34	0.0	PAX6
MA0072.1.RORA_2	1.0	1.0	3.0	291.0	0.0	0.0	1.02	0.0	DKFZP686K1684,PAX6,MEIS2,CNTN4,LOC145845
UP00087_2_Tcfap2c_secondary	1.0	1.0	9.0	285.0	0.0	0.0	3.06	0.0	CACNA1H,SDK1,C1QTNF8,TSHZ3,MEIS2,FAM84A,PAX6,TMEM132D
UP00183_1_Hoxa13_3126.1	1.0	1.0	2.0	292.0	0.0	0.0	0.68	0.0	GLP1R,ADAMTS2
UP00081_2_Mybl1_secondary	1.0	1.0	6.0	288.0	0.0	0.0	2.04	0.0	CACNA1H,SDK1,RIMBP2,C2CD4A,ROBO2,KCNMA1
UP00253_1_Rax_3443.1	1.0	1.0	3.0	291.0	0.0	0.0	1.02	0.0	KIF6,KCNK16,SIM1,ASCC3,ADAMTS2
MA0150.1.NFE2L2	1.0	1.0	17.0	277.0	0.0	0.0	5.78	0.0	SDK1,BEND5,RIMBP2,KCNK18,ROBO2,ADAMTS2,TSPYL5,AMER3,C2CD4A,KCNMA1,BARX2,AGBL4,RASEF,SLC18A2,ST18,CADM1
UP00240_1_Cdx1_2245.1	1.0	1.0	13.0	281.0	0.0	0.0	4.42	0.0	SDK1,LOC145845,FEZF2,C2CD4A,AMER3,MEIS3,MEIS2,HS6ST3,PAX6,FAM135B,RASEF,GLP1R,CADPS,UGGT2,ST18
UP00201_1_Emx2_3420.1	1.0	1.0	10.0	284.0	0.0	0.0	3.4	0.0	LOC145845,TMEM61,ADAMTS2,MEIS2,UNC5D,G6PC2,ATRNL1,ABCB11,PDK4,DACH1,ST18,FGF14
UP00116_1_Rhox6_4251.1	1.0	1.0	4.0	290.0	0.0	0.0	1.36	0.0	LOC145845,MEIS2,G6PC2,ATRNL1,ABCB11,ROR1
UP00230_1_Dlx5_3419.2	1.0	1.0	10.0	284.0	0.0	0.0	3.4	0.0	CACNA1H,SDK1,SIM1,TMEM61,G6PC2,ABCB11,ST18,PDK4,ASCC3,PGR,FOXC1
UP00168_1_Hoxd8_2644.1	1.0	1.0	5.0	289.0	0.0	0.0	1.7	0.0	TSPYL5,SULT4A1,KIF6,MEIS3,MEIS2,KCNK16,EFCAB6
UP00048_2_Rara_secondary	1.0	1.0	5.0	289.0	0.0	0.0	1.7	0.0	BARX2,SDK1,PAX6,CACNA1H,TMEM132D
UP00391_1_Hoxa3_primary	1.0	1.0	6.0	288.0	0.0	0.0	2.04	0.0	CACNA1H,SDK1,TMEM61,G6PC2,ABCB11,PDK4,ST18
MA0148.1.FOXA1	1.0	1.0	15.0	279.0	0.0	0.0	5.1	0.0	RIMBP2,TMEM61,RBP1,KCNK16,CACNB2,NALCN,RTN1,IGSF11,C8A,DKFZP686K1684,PAX6,ST18,RASEF,ANKS1B,NMNAT3,ST6GALNAC5,C1ORF168,ROR1
UP00182_1_Hoxa6_1040.1	1.0	1.0	9.0	285.0	0.0	0.0	3.06	0.0	CACNA1H,SDK1,LOC145845,TMEM61,MEIS2,G6PC2,ATRNL1,ABCB11,PDK4,ANKS1B,ST18
UP00099_1_Ascl2_primary	1.0	1.0	31.0	263.0	0.0	0.0	10.54	0.0	ROBO2,SPTB,TENM3,SLC5A1,CACNA1H,KCNK18,ADAMTS2,DCTD,MEIS3,KCNMA1,GMDS,PGR,HMGCLL1,FAM135B,JAKMIP2,RIMBP2,C1QTNF8,ANKS1B,ST6GALNAC5,RGS17,TMEM63C,SULT4A1,TMEM61,NALCN,PCDH17,HS6ST3,SLC18A2,FOXC1
UP00080_1_Gata5_primary	1.0	1.0	4.0	290.0	0.0	0.0	1.36	0.0	ELAVL4,ANKS1B,GLP1R,ADAMTS2
UP00249_1_Nkx2-5_3436.1	1.0	1.0	7.0	287.0	0.0	0.0	2.38	0.0	SLC5A1,ASB4,ADAMTS2,LIG4,FOXC1,PDK4,RASEF,FAM135B
UP00047_2_Zbtb7b_secondary	1.0	1.0	2.0	292.0	0.0	0.0	0.68	0.0	CACNA1H,C1QTNF8,UNC5D
UP00008_3_Six6_2267.4	1.0	1.0	4.0	290.0	0.0	0.0	1.36	0.0	CACNA1H,TMEM132D,LSAMP,IGSF11
UP00024_1_Glis2_primary	1.0	1.0	3.0	291.0	0.0	0.0	1.02	0.0	GAD2,CNTN4,ROR1
