FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
UP00168_1_Hoxd8_2644.1	0.000164319215085	0.0747852212001	139.0	100.0	11494.0	13334.0	58.16	46.29	ATXN8OS,KIAA1257,SPTB,SCG2,MEIS2,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,PAM,NALCN,LIG4,DCX,GLP1R,JAKMIP2,FAM19A4,TSC22D1,CPE,MTUS2,KLHL1,CCDC158,ROR1,BMP5,SCGB2A1,ROBO2,SYT4,NRXN1,ZSCAN18,LSAMP,ELP4,PAPPA2,NYAP2,ELAVL4,ACVR1C,DIRAS2,GRIA2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,TMEM132B,KBTBD7,CHODL,LIMCH1,ABHD10,KCNMA1,IGSF11,NBEA,ZNF585B,PCLO,RASEF,FAM135A,TRPM3,TSPYL5,ZNF223,C2CD4A,GRIK2,UNC5D,PAX6,IAPP,IMMP1L,C3ORF14,SULT4A1,ST8SIA3,PDX1,FOXP2,AGBL4,TENM3,MAPK10,C1ORF158,GABRA1,CADPS,GAD2,MCTP2,GDAP1,CACNB2,SGCZ,NMNAT3,RIMS2,FBXW7,RIMBP2,HMGCLL1,SLCO1A2,ANKS1B,NOL4,ENAM,PDZRN3,SLC17A6,KL,PRKACB,PTPRG-AS1,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,MAB21L1,RGS4,PGR,DGKB,SERPINI2,RTN1,DACH1,ST6GALNAC5,CTNNA3,PCP4,PRUNE2,ABCC9,SPATA7
UP00244_1_Tlx2_3498.2	0.000256518081559	0.114047610531	145.0	94.0	12216.0	12612.0	60.67	49.2	ATXN8OS,KIAA1257,ISL1,SPTB,SCG2,MEIS2,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,PAM,GABRB3,NALCN,RORB,LIG4,DCX,HMGCLL1,JAKMIP2,FAM19A4,RASEF,TSC22D1,CPE,MTUS2,KLHL1,CCDC158,ROR1,BMP5,SCGB2A1,ROBO2,SYT4,NRXN1,LSAMP,ELP4,GRIK2,NYAP2,ELAVL4,ACVR1C,DIRAS2,GRIA2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,TMEM132B,KBTBD7,CHODL,LIMCH1,ABHD10,KCNMA1,IGSF11,MAP10,ZNF585B,PCLO,SYT14,FAM135A,TRPM3,TSPYL5,ZNF223,C2CD4A,UNC5D,PAX6,IAPP,IMMP1L,C3ORF14,SULT4A1,ST8SIA3,PDX1,FOXP2,TENM3,MAPK10,C1ORF158,GABRA1,ST6GALNAC5,GAD2,MCTP2,GDAP1,CACNB2,PAPPA2,SGCZ,NMNAT3,RNF150,RIMS2,FBXW7,RIMBP2,SLCO1A2,ANKS1B,NOL4,C1ORF168,ENAM,PDZRN3,SLC17A6,KL,PRKACB,PTPRG-AS1,FGF14,SLC5A1,DSCAM,MAP9,SOX6,MEIS3,RGS4,CERKL,PGR,DGKB,SERPINI2,PCDH20,RTN1,LOC642366,CADPS,CTNNA3,PCP4,ABCC9,SPATA7,STXBP5L
UP00078_1_Arid3a_primary	0.000575325127467	0.237426296781	139.0	100.0	11768.0	13060.0	58.16	47.4	ATXN8OS,KIAA1257,ISL1,SCG2,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,GABRB3,NALCN,PVRL3,LIG4,DCX,HMGCLL1,JAKMIP2,TSC22D1,CPE,MTUS2,KLHL1,CCDC158,ROR1,BMP5,ROBO2,SYT4,NRXN1,ZSCAN18,GRIK2,NYAP2,ELAVL4,ACVR1C,DIRAS2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,ST18,TMEM132B,KBTBD7,CHODL,LIMCH1,ABHD10,MEIS2,IGSF11,MAP10,NBEA,PCLO,MCTP2,FAM135A,TRPM3,TSPYL5,ZNF223,KCNK16,C2CD4A,MEIS3,C3ORF14,SULT4A1,ST8SIA3,PCDH17,PDX1,FOXP2,TENM3,MAPK10,GABRA1,GAD2,GNAI1,GDAP1,CACNB2,PAPPA2,SGCZ,NMNAT3,RIMS2,FBXW7,RIMBP2,GLP1R,SLCO1A2,ANKS1B,NOL4,C1ORF168,ENAM,PDZRN3,SLC17A6,RALYL,PRKACB,PTPRG-AS1,FGF14,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,MAB21L1,RGS4,PGR,DGKB,SERPINI2,PDK4,RTN1,RAB3C,SLC18A2,LOC642366,ST6GALNAC5,CTNNA3,PCP4,ABCC9,SPATA7,STXBP5L
UP00169_1_Lmx1b_3433.2	0.000587843684357	0.241466086661	124.0	115.0	10231.0	14597.0	51.88	41.21	KIAA1257,SCG2,SNAP91,LURAP1L,GPM6A,MS4A8,GABRB3,NALCN,RORB,LIG4,DCX,GLP1R,JAKMIP2,FAM19A4,TSC22D1,CPE,MTUS2,KLHL1,CCDC158,ROR1,BMP5,ROBO2,SYT4,ELP4,GRIK2,NYAP2,ELAVL4,ACVR1C,DIRAS2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,ST18,TMEM132B,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,MEIS2,IGSF11,MAP10,NBEA,ZNF585B,FAM135A,TRPM3,TTC8,IMMP1L,C3ORF14,ST8SIA3,PDX1,FOXP2,AGBL4,TENM3,MAPK10,C1ORF158,GABRA1,ST6GALNAC5,GAD2,MCTP2,FGF14,GDAP1,CACNB2,PAPPA2,SGCZ,NMNAT3,OXGR1,RIMS2,CADM1,RIMBP2,HMGCLL1,ATXN8OS,ANKS1B,NOL4,C1ORF168,ENAM,PDZRN3,NEUROD1,SLC17A6,PRKACB,PTPRG-AS1,FBXW7,SLC5A8,DSCAM,MAP9,SOX6,MAB21L1,RGS4,PGR,DGKB,SERPINI2,RAB3C,CADPS,CTNNA3,PCP4,ABCC9,SPATA7,STXBP5L
UP00164_1_Hoxa7_2668.2	0.000691465284	0.277045788467	126.0	113.0	10471.0	14357.0	52.72	42.17	SLCO1A2,KIAA1257,MEIS3,SCG2,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,PAM,NALCN,DCX,JAKMIP2,TSC22D1,CPE,MTUS2,KLHL1,ROR1,BMP5,SCGB2A1,ROBO2,SYT4,RNF180,NRXN1,ZSCAN18,ELP4,PAPPA2,NYAP2,ELAVL4,ACVR1C,DIRAS2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,ST18,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,MEIS2,IGSF11,ZNF585B,RASEF,MCTP2,FAM135A,TRPM3,C2CD4A,IAPP,PAX6,IMMP1L,C3ORF14,SULT4A1,ST8SIA3,PCDH17,PDX1,FOXP2,AGBL4,TENM3,MAPK10,C1ORF158,GABRA1,GAD2,GNAI1,GDAP1,CACNB2,SGCZ,NMNAT3,OXGR1,RIMS2,FBXW7,ATXN8OS,ANKS1B,NOL4,C1ORF168,ENAM,PDZRN3,GRIK2,KL,PRKACB,PTPRG-AS1,SLC5A1,SLC5A8,DSCAM,SOX6,RGS4,PGR,DGKB,SERPINI2,PCDH20,RTN1,DACH1,ST6GALNAC5,CTNNA3,ABCC9,SPATA7,STXBP5L
UP00114_1_Homez_1063.2	0.00100082859127	0.374136088423	107.0	132.0	8649.0	16179.0	44.77	34.84	ELAVL4,FOXP2,PCP4,MS4A8,ACVR1C,SDK1,ISL1,SLC7A2,SCG2,ENAM,TENM3,KCNMA1,LURAP1L,CNTN1,MAPK10,SLC30A8,CNTN4,LIG4,SLC5A8,MAP9,GABRA1,PAM,TMEM132B,KBTBD7,RGS4,ST8SIA3,GDAP1,NALCN,CACNB2,LIMCH1,DIRAS2,ABHD10,SGCB,ZSCAN18,MAP10,NSG1,TSC22D1,SGCZ,DCX,DGKB,CHODL,SERPINI2,MCTP2,FAM135A,RIMS2,FBXW7,JAKMIP2,ZNF223,RIMBP2,SOX6,RORB,RTN1,TTC8,ANKS1B,DKFZP686K1684,PAX6,RAB3C,SLCO1A2,PDX1,LOC642366,C3ORF14,CCDC158,PDZRN3,SNAP91,BMP5,NEUROD1,MTUS2,SCGB2A1,PAPPA2,ROBO2,SYT4,RNF180,RALYL,MEIS2,FGF14,TMEM196,PRKACB,GPM6A,PTPRG-AS1,TRPM3,SPATA7,GRIK2,NOL4,NYAP2
UP00144_1_Hoxb4_2627.1	0.00117833685648	0.423400739582	109.0	130.0	8884.0	15944.0	45.61	35.78	SLCO1A2,KIAA1257,CPE,MEIS2,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,PAM,DCX,JAKMIP2,FAM19A4,TSC22D1,KLHL1,CCDC158,ROR1,BMP5,ROBO2,SYT4,NRXN1,ELP4,PAPPA2,ELAVL4,ACVR1C,DIRAS2,GRIA2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,ST18,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,KCNMA1,IGSF11,ZNF585B,FAM135A,TRPM3,C2CD4A,UNC5D,IAPP,IMMP1L,C3ORF14,ST8SIA3,PDX1,FOXP2,MYO3A,TENM3,MAPK10,C1ORF158,GABRA1,GAD2,MCTP2,GDAP1,CACNB2,SGCZ,NMNAT3,RIMS2,FBXW7,RIMBP2,ATXN8OS,ANKS1B,NOL4,C1ORF168,ENAM,PDZRN3,GRIK2,KL,PRKACB,PTPRG-AS1,SLC5A8,DSCAM,MAP9,SOX6,RGS4,PGR,DGKB,SERPINI2,RTN1,ST6GALNAC5,CTNNA3,SLC35F4,PCP4,PRUNE2,ABCC9,SPATA7,STXBP5L
UP00260_1_Hoxc6_3954.2	0.00126645392335	0.445972832206	121.0	118.0	10104.0	14724.0	50.63	40.7	SLCO1A2,KIAA1257,MEIS3,SCG2,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,NALCN,DCX,JAKMIP2,TSC22D1,CPE,MTUS2,KLHL1,CCDC158,ROR1,BMP5,SCGB2A1,ROBO2,SYT4,NRXN1,ELP4,GRIK2,NYAP2,ELAVL4,ACVR1C,DIRAS2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,TMEM132B,KBTBD7,CHODL,LIMCH1,ABHD10,MEIS2,IGSF11,NBEA,ZNF585B,RASEF,MCTP2,FAM135A,TRPM3,TSPYL5,C2CD4A,UNC5D,PAX6,IAPP,IMMP1L,C3ORF14,ST8SIA3,PDX1,FOXP2,TENM3,MAPK10,C1ORF158,GABRA1,GAD2,GNAI1,GDAP1,CACNB2,SGCZ,NMNAT3,RIMS2,FGF14,RIMBP2,ATXN8OS,ANKS1B,NOL4,C1ORF168,ENAM,PDZRN3,PAPPA2,KL,PRKACB,PTPRG-AS1,FBXW7,SLC5A1,SLC5A8,DSCAM,SOX6,MAB21L1,RGS4,PGR,DGKB,SERPINI2,RTN1,DACH1,ST6GALNAC5,CTNNA3,SLC35F4,PRUNE2,ABCC9,SPATA7
UP00212_1_Lhx5_2279.1	0.00134304238932	0.464703490246	121.0	118.0	10118.0	14710.0	50.63	40.75	SLCO1A2,KIAA1257,SCG2,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,NALCN,RORB,LIG4,DCX,HMGCLL1,JAKMIP2,TSC22D1,CPE,MTUS2,KLHL1,CCDC158,ROR1,BMP5,ROBO2,SYT4,NRXN1,GRIK2,NYAP2,ELAVL4,ACVR1C,DIRAS2,GRIA2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,ST18,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,MEIS2,IGSF11,MAP10,NBEA,ZNF585B,PCLO,FAM135A,TRPM3,TTC8,IAPP,PAX6,C3ORF14,ST8SIA3,PDX1,FOXP2,MAPK10,C1ORF158,GABRA1,GAD2,MCTP2,GDAP1,CACNB2,PAPPA2,SGCZ,NMNAT3,OXGR1,RIMS2,FBXW7,RIMBP2,ATXN8OS,ANKS1B,NOL4,C1ORF168,ENAM,PDZRN3,SLC17A6,KL,PRKACB,PTPRG-AS1,FGF14,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,MAB21L1,RGS4,PGR,DGKB,SERPINI2,RTN1,ST6GALNAC5,CTNNA3,PCP4,ABCC9,SPATA7,STXBP5L
UP00140_1_Hoxd1_3448.1	0.00145866328025	0.492020338514	106.0	133.0	8636.0	16192.0	44.35	34.78	SLCO1A2,KIAA1257,MEIS2,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,DCX,JAKMIP2,FAM19A4,TSC22D1,FAM84A,DKFZP686K1684,KLHL1,CCDC158,ROR1,BMP5,ROBO2,NRXN1,ELP4,NYAP2,ELAVL4,ACVR1C,DIRAS2,GRIA2,SLC7A2,G6PC2,CNTN1,CNTN4,RALYL,ST18,KBTBD7,CHODL,LIMCH1,AMER3,KCNMA1,IGSF11,MAP10,FAM135A,TRPM3,C2CD4A,UNC5D,PAX6,IAPP,IMMP1L,C3ORF14,ST8SIA3,PDX1,FOXP2,MYO3A,TENM3,MAPK10,C1ORF158,GABRA1,GAD2,MCTP2,GDAP1,CACNB2,NMNAT3,FBXW7,RIMBP2,ATXN8OS,ANKS1B,NOL4,C1ORF168,ENAM,PDZRN3,NEUROD1,PAPPA2,KL,PRKACB,PTPRG-AS1,FGF14,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,RGS4,PGR,DGKB,SERPINI2,PDK4,RTN1,CADPS,CTNNA3,PCP4,PRUNE2,ABCC9,SPATA7,STXBP5L
