FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
MA0099.1.Fos	3.59048405103e-45	0.0	104.0	315.0	23.0	1234.0	24.82	1.83	C2CD4A,MMP16,AGBL4,TSPYL5,ISL1,SPTB,SLC7A2,GRIA4,KCNMA1,TENM3,SLC5A1,SOX6,CADPS,ST18,GNAI1,KBTBD7,VPS13C,ADAMTS2,CHODL,LIMCH1,SGCB,EML5,YWHAH,PCLO,MAGI2,RASEF,RNF150,ITGBL1,NECAB2,RIMS2,FBXW7,SDK1,TSHZ3,TTC8,UNC5D,CHODL-AS1,NEGR1,MTUS2,ANKS1B,ST6GALNAC5,CACNA2D1,OXGR1,ROR1,PDZRN3,BMP5,ELP4,SULT4A1,TMEM61,GRIK2,NALCN,RNF180,NRXN1,RALYL,PRUNE2,ABCC9,LSAMP,TRPM3
UP00103_2_Jundm2_secondary	4.80342912093e-38	0.0	94.0	325.0	25.0	1232.0	22.43	1.99	MMP16,AGBL4,ISL1,GRIA4,KCNMA1,TENM3,SLC30A8,SOX6,ST6GALNAC5,ST18,GNAI1,KBTBD7,ADAMTS2,CACNB2,LIMCH1,SGCB,PVRL3,MAGI2,RASEF,RNF150,ITGBL1,NECAB2,RIMS2,FBXW7,TSPYL5,TSC22D1,TSHZ3,TTC8,UNC5D,CHODL-AS1,NEGR1,SERP2,ANKS1B,CADPS,CACNA2D1,ROR1,PDZRN3,RGS17,BMP5,GRIK2,NALCN,RNF180,NRXN1,PRUNE2,ABCC9,LSAMP,CHODL,TRPM3
MA0079.2.SP1	6.05320622963e-09	3.24451330691e-06	50.0	369.0	47.0	1210.0	11.93	3.74	SPTB,SGCB,DIEXF,SOX6,GNAI1,CACNA1H,SIM1,ADAMTS2,LIMCH1,MEIS3,KCNMA1,EML5,GMDS,MAGI2,SYT14,FAM135A,FGF14,TSHZ3,NEGR1,PAX6,RAB3C,CACNA2D1,ROR1,GRIK2,NALCN,PRUNE2,ABCC9,HS6ST3,ASCC3,ELP4,STXBP5L,FOXC1
MA0139.1.CTCF	3.4883222149e-08	1.86623500585e-05	42.0	377.0	37.0	1220.0	10.02	2.94	CADM1,AGBL4,GRIA2,CPE,MAPK10,ZDHHC22,CACNA1H,ATRNL1,GDAP1,ADAMTS2,CACNB2,LIMCH1,MEIS3,MEIS2,RGS4,MAGI2,NMNAT3,OXGR1,RIMS2,TRPM3,SDK1,TSHZ3,GLRB,RTN1,NEGR1,KIAA1804,ANKS1B,CADPS,CACNA2D1,ROR1,TMEM63C,NEUROD1,SULT4A1,FBXW7,FOXC1
UP00007_1_Egr1_primary	2.37485205962e-07	0.000126809074083	27.0	392.0	17.0	1240.0	6.44	1.35	FBXW7,DIEXF,KBTBD7,ADAMTS2,MEIS3,KCNMA1,ATRNL1,MAGI2,RASEF,TRPM3,CACNA1H,SYT14,TSHZ3,PAX6,ANKS1B,ROR1,PAPPA2,RALYL,HS6ST3,STXBP5L,GRIK2,FOXC1
MA0002.2.RUNX1	3.59205481561e-07	0.000191438229432	49.0	370.0	55.0	1202.0	11.69	4.38	MMP16,AGBL4,SPTB,SCG2,TENM3,SLC30A8,ADAMTS2,CHODL,KCNMA1,EML5,ATRNL1,MAGI2,RASEF,RNF150,ZC3H14,RIMS2,TRPM3,PNPLA5,TSC22D1,CHODL-AS1,NEGR1,SERP2,MTUS2,ST6GALNAC5,CACNA2D1,ROR1,PDZRN3,RGS17,SULT4A1,NALCN,NRXN1,PRUNE2,LSAMP,FBXW7
MA0162.1.Egr1	4.09399871479e-07	0.000217777059327	22.0	397.0	11.0	1246.0	5.25	0.88	KBTBD7,TSPYL5,SIM1,ADAMTS2,TSC22D1,SPTB,MEIS3,ATRNL1,ANKS1B,PVRL3,PAX6,CACNA1H,ASCC3,ELP4,DHX34,STXBP5L,GNAI1
MA0090.1.TEAD1	4.83079467744e-07	0.000256482362114	41.0	378.0	41.0	1216.0	9.79	3.26	C2CD4A,AGBL4,SPTB,CCDC175,TENM3,MAP9,SOX6,LIMCH1,KCNMA1,ATRNL1,PVRL3,MAGI2,RASEF,RNF150,VPS13C,TRPM3,TSC22D1,RTN1,UNC5D,NEGR1,ANKS1B,CADPS,CACNA2D1,ROR1,PDZRN3,PLEKHG3,TMEM61,PAPPA2,RNF180,SPATA6,MEIS2,PRUNE2,FGF14,GRIK2
Ash2l_hand	5.46236313219e-07	0.000289463422433	38.0	381.0	36.0	1221.0	9.07	2.86	MMP16,SPTB,CPE,TENM3,MAP9,SOX6,CACNA1H,ADAMTS2,CACNB2,KCNMA1,EML5,RGS4,PVRL3,GMDS,MAGI2,FAM135A,FGF14,TSHZ3,PAX6,ROR1,PRKACB,TRPM3,STXBP5L,FOXC1
MA0089.1.NFE2L1::MafG	2.38894639984e-06	0.00126295595402	89.0	330.0	148.0	1109.0	21.24	11.77	C2CD4A,AGBL4,CHODL-AS1,GRIA2,ISL1,SPTB,CPE,MEIS2,TENM3,DIEXF,MAPK10,SOX6,CADPS,ST18,ITGBL1,FGF14,SIM1,GDAP1,ADAMTS2,CACNB2,KCNMA1,EML5,ATRNL1,ZNF585B,MAGI2,SYT14,RNF150,DHCR24,FAM135A,TRPM3,TSPYL5,RASEF,TSC22D1,GLRB,UNC5D,TTC8,NEGR1,KIAA1804,RAB3C,SLCO1A2,ST6GALNAC5,CACNA2D1,ROR1,PDZRN3,RGS17,BMP5,TMEM61,GRIK2,NALCN,RNF180,NRXN1,RALYL,ABCC9,LSAMP,CHODL,CADM1,FOXC1
